0,0.284363,-0.0367432,0.941833,0.175354,-0.0172729,-0.470642,-0.534607,0.701721,5.34375,0.261719,8.14844,6.51953,4.85938,5.32422
1,0.283142,-0.0376587,0.942139,0.175598,-0.0175171,-0.471436,-0.53418,0.701538,5.26953,0.300781,8.26953,6.48047,4.66797,5.32422
2,0.282227,-0.036499,0.942444,0.175598,-0.0171509,-0.470886,-0.533997,0.701965,5.19141,0.339844,8.26953,6.55469,4.59375,5.17188
3,0.280334,-0.0359497,0.943115,0.175171,-0.0187988,-0.469116,-0.534973,0.702393,5.30469,0.261719,8.37891,6.55859,4.9375,5.47656
4,0.281555,-0.0369873,0.94281,0.174683,-0.0182495,-0.469604,-0.535828,0.701477,5.38281,0.261719,8.14844,6.48047,4.62891,5.17188
5,0.285034,-0.038269,0.941833,0.173706,-0.0151978,-0.47406,-0.532654,0.700928,5.26953,0.261719,8.23047,6.47656,4.66797,5.25
6,0.284546,-0.0372314,0.9422,0.173035,-0.0189819,-0.469299,-0.535828,0.70166,5.23047,0.300781,8.19141,6.51953,4.82031,5.21094
7,0.283325,-0.0371704,0.942627,0.172668,-0.0194092,-0.468018,-0.537354,0.701294,5.49609,0.261719,8.26563,6.44141,4.66797,5.51563
8,0.283691,-0.0371704,0.942627,0.171997,-0.015625,-0.473022,-0.533691,0.700867,5.42188,0.183594,8.30078,6.51953,4.82031,5.21094
9,0.283936,-0.0376587,0.942566,0.171814,-0.0136719,-0.474731,-0.531616,0.701294,5.26953,0.222656,8.19141,6.47656,4.59375,5.28516
10,0.284546,-0.038147,0.942261,0.172302,-0.0199585,-0.468018,-0.536926,0.701599,5.42188,0.339844,8.1875,6.55859,4.78516,5.28516
11,0.291443,-0.0319214,0.940735,0.170349,-0.0184937,-0.470276,-0.536499,0.7005,5.65234,0.53125,8.07031,6.51953,4.51563,5.55469
12,0.324707,-0.0136108,0.931641,0.162659,-0.0183105,-0.471558,-0.535767,0.700134,6.68359,0.988281,7.30859,6.62891,4.70703,5.36328
13,0.370483,0.0112305,0.916565,0.150024,-0.0258179,-0.465088,-0.542419,0.699158,6.76172,1.60156,6.84766,6.24609,4.62891,5.63281
14,0.419373,0.0294189,0.895935,0.143188,-0.0374146,-0.455872,-0.553284,0.696167,8.0625,1.5625,6.00391,6.48047,4.74609,5.32422
15,0.50061,0.0412598,0.853699,0.137146,-0.0507202,-0.439514,-0.566162,0.695557,8.64063,2.02344,3.93359,6.28516,3.82813,5.97656
16,0.558655,0.0626221,0.819702,0.110046,-0.0374756,-0.454773,-0.550232,0.69928,9.40625,1.83203,3.16797,6.55469,4.97656,5.51563
17,0.59668,0.0408325,0.793457,0.113098,-0.0509033,-0.438904,-0.563843,0.697754,9.02344,1.98438,2.48047,6.17188,3.78906,6.01563
18,0.616333,0.0265503,0.778381,0.116394,-0.0513916,-0.436646,-0.562622,0.700073,9.47656,1.71875,2.21094,5.90234,4.01953,6.51172
19,0.570435,6.10352e-05,0.809692,0.137634,-0.0482178,-0.437805,-0.56366,0.698792,8.60547,1.29688,3.93359,6.17188,4.4375,5.55469
20,0.49176,-0.031311,0.856628,0.153015,-0.053894,-0.432495,-0.566467,0.699402,7.86719,0.414063,5.54297,6.17578,4.13281,5.9375
21,0.392273,-0.0779419,0.901855,0.16333,-0.0349731,-0.452209,-0.54657,0.703979,7.10547,-0.773438,7.57031,6.44141,4.47656,5.85938
22,0.312073,-0.107788,0.928894,0.167603,-0.0331421,-0.457092,-0.540222,0.70575,5.53516,-1.00391,7.88672,6.625,4.17188,5.21094
23,0.263245,-0.109619,0.945618,0.156677,-0.0310059,-0.459473,-0.535706,0.707825,5.30469,-1.30859,8.57031,6.35938,4.9375,5.82422
24,0.243408,-0.0908813,0.954895,0.143738,-0.024231,-0.463562,-0.53064,0.709167,4.88672,-1.03906,8.83984,6.47656,4.40234,5.63281
25,0.225464,-0.0784302,0.960999,0.139771,-0.02771,-0.461731,-0.534241,0.707581,4.38672,-0.695313,8.875,6.59375,4.62891,5.25
26,0.216003,-0.0709839,0.963745,0.139587,0.098999,-0.453308,-0.330933,0.821716,4.34766,-0.734375,8.61328,6.51953,4.62891,5.47656
27,0.202881,-0.0695801,0.966492,0.141113,0.129272,-0.455627,-0.291382,0.831116,4.08203,-0.734375,8.79688,6.51953,4.4375,5.36328
28,0.193115,-0.0618286,0.969055,0.14093,0.12262,-0.447754,-0.290955,0.836548,3.8125,-0.621094,9.07422,6.55859,4.85938,5.51563
29,0.182007,-0.0606689,0.971313,0.140503,0.133301,-0.449158,-0.281128,0.837524,3.42969,-0.65625,9.18359,6.36328,4.62891,5.74609
30,0.16748,-0.0584717,0.974182,0.139771,0.134338,-0.448975,-0.279175,0.838135,3.16016,-0.65625,9.10547,6.66797,4.59375,5.05859
31,0.158203,-0.0568848,0.975952,0.138855,0.128906,-0.443665,-0.281616,0.841003,2.77734,-0.621094,9.375,6.47656,4.59375,5.36328
32,0.143799,-0.0518799,0.97876,0.136475,0.148254,-0.449951,-0.268738,0.838623,2.81641,-0.542969,9.37891,6.40234,4.89844,5.55469
33,0.128296,-0.0430298,0.981079,0.138245,0.13678,-0.441162,-0.274414,0.843445,2.66406,-0.464844,9.52734,6.36328,4.59375,5.47656
34,0.11853,-0.038208,0.982239,0.140137,0.163025,-0.454407,-0.258972,0.836609,2.51172,-0.464844,9.60547,6.70313,5.12891,4.94141
35,0.100525,-0.0371094,0.984375,0.139893,0.155029,-0.447449,-0.263184,0.840515,1.97266,-0.464844,9.67969,6.28125,4.4375,5.44141
36,0.0866089,-0.0351563,0.985535,0.141174,0.168884,-0.455811,-0.248779,0.837769,1.39844,-0.390625,9.64063,6.78125,5.08984,4.67188
37,0.0768433,-0.038147,0.986206,0.141663,0.171143,-0.454285,-0.24884,0.838074,1.39844,-0.503906,9.71875,6.74219,5.43359,4.82813
38,0.055481,-0.0335693,0.987976,0.140137,0.183228,-0.456665,-0.237488,0.837585,0.976563,-0.503906,9.90625,6.47656,4.9375,5.01953
39,0.0385132,-0.027832,0.989136,0.139343,0.202271,-0.464294,-0.221191,0.833435,0.863281,-0.464844,9.76172,6.625,5.20703,4.67188
40,0.0339966,-0.0289307,0.989136,0.139954,0.199646,-0.462891,-0.223083,0.834351,0.863281,-0.503906,9.83984,6.4375,5.12891,4.82813
41,0.0370483,-0.0275269,0.988831,0.141479,0.200256,-0.464905,-0.222107,0.833313,0.671875,-0.464844,10.0273,6.59375,5.16797,4.71094
42,0.074646,-0.0233765,0.986084,0.146667,0.166321,-0.452576,-0.244812,0.841187,1.51563,-0.0820313,9.48828,6.74219,5.43359,4.78906
43,0.113892,-0.0279541,0.981506,0.151367,0.162842,-0.451233,-0.249023,0.84137,2.47266,-0.238281,9.41797,6.32422,4.66797,5.51563
44,0.137695,-0.0306396,0.978149,0.152649,0.176758,-0.46051,-0.237793,0.836731,2.85547,-0.160156,9.52344,6.66797,4.74609,4.71094
45,0.170837,-0.0303955,0.972412,0.156006,0.147644,-0.448303,-0.25769,0.843079,3.66016,-0.0429688,9.14453,6.625,4.51563,5.40234
46,0.204285,-0.0349121,0.965088,0.160217,0.146545,-0.449646,-0.260132,0.841858,4.27344,0.03125,8.79688,6.62891,4.62891,5.13281
47,0.234619,-0.0385132,0.957458,0.16333,0.129028,-0.442261,-0.273438,0.84436,4.76953,0.03125,8.72266,6.51953,4.59375,5.63281
48,0.26947,-0.0435181,0.947632,0.165833,0.13562,-0.444641,-0.269958,0.843262,5.23047,0.148438,8.30078,6.625,4.32422,5.36328
49,0.285522,-0.0449829,0.942444,0.167969,0.126404,-0.439758,-0.277161,0.844849,6.07422,0.183594,7.88281,6.62891,4.28516,5.40234
50,0.336731,-0.0474243,0.92511,0.169006,0.122314,-0.437622,-0.280212,0.845581,6.60938,0.261719,7.60938,6.4375,4.66797,5.9375
51,0.361633,-0.0491943,0.915344,0.170166,0.112305,-0.432678,-0.288635,0.84668,6.80078,0.453125,6.65625,6.44141,4.4375,5.85938
52,0.390381,-0.0501099,0.902954,0.172546,0.108154,-0.42926,-0.291016,0.848145,7.48828,0.453125,6.76953,6.28516,4.17188,5.85938
53,0.407043,-0.0531006,0.895203,0.173523,0.113342,-0.431641,-0.28833,0.847168,7.56641,0.453125,6.46484,6.51563,4.21094,5.82422
54,0.428711,-0.0540771,0.884277,0.177063,0.098999,-0.423462,-0.297058,0.850098,7.90625,0.492188,6.08203,6.48047,3.94141,6.16797
55,0.451233,-0.0574951,0.871826,0.181702,0.0976563,-0.423096,-0.296265,0.850708,8.29297,0.605469,5.73438,6.62891,3.90234,5.78516
56,0.469666,-0.0567627,0.861755,0.183289,0.0950928,-0.420654,-0.297058,0.851929,8.52344,0.835938,5.19922,6.51953,3.86328,6.24609
57,0.482971,-0.0596924,0.853394,0.18689,0.0863647,-0.416565,-0.302185,0.853088,8.48438,0.757813,5.04688,6.35938,3.75,6.05469
58,0.492432,-0.0628662,0.847046,0.190002,0.088623,-0.418762,-0.30072,0.852234,8.56641,0.796875,4.77734,6.39844,3.90234,6.01563
59,0.506592,-0.0639038,0.838379,0.190796,0.0814209,-0.41394,-0.304932,0.853821,8.60156,1.02734,4.43359,6.39844,3.98047,6.20703
60,0.521484,-0.0651855,0.828796,0.191956,0.0835571,-0.413269,-0.302551,0.854797,9.09766,0.988281,4.20313,6.32422,3.71094,6.78125
61,0.535461,-0.0658569,0.820007,0.191223,0.0813599,-0.411804,-0.303101,0.85553,9.05469,1.10547,3.66797,6.28516,3.71094,6.32031
62,0.536621,-0.0686646,0.81842,0.193787,0.0762939,-0.410767,-0.306641,0.855225,8.82813,0.949219,4.05078,6.32031,3.78906,6.12891
63,0.525208,-0.071106,0.824585,0.197998,0.0776978,-0.413086,-0.305176,0.854492,8.67578,0.875,4.35547,6.32031,3.55859,6.12891
64,0.503357,-0.0739746,0.837341,0.199951,0.0825806,-0.416565,-0.300232,0.854126,8.52344,0.722656,4.96875,6.28516,3.90234,6.16797
65,0.479919,-0.0722046,0.851318,0.199402,0.0900269,-0.421509,-0.294495,0.852905,8.18359,0.757813,5.16016,6.28125,3.94141,6.20703
66,0.458557,-0.0705566,0.863037,0.199768,0.0906982,-0.421936,-0.294067,0.852783,7.98828,0.605469,5.54297,6.36328,3.75,5.97656
67,0.430176,-0.0679932,0.877747,0.199829,0.0947266,-0.425598,-0.291321,0.85144,7.68359,0.453125,6.23438,6.625,4.13281,6.01563
68,0.391418,-0.0656128,0.895935,0.199585,0.103271,-0.431763,-0.282776,0.850281,7.14453,0.375,6.80859,6.55859,3.82813,5.70703
69,0.358704,-0.0634766,0.909851,0.198792,0.107422,-0.43512,-0.277527,0.849731,6.49219,0.222656,7.34766,6.62891,4.21094,5.70703
70,0.331848,-0.0598145,0.920593,0.197021,0.111084,-0.437866,-0.270203,0.85022,6.1875,0.261719,7.6875,6.70313,4.17188,5.70703
71,0.307983,-0.0511475,0.929688,0.195374,0.121948,-0.443665,-0.258362,0.849426,5.46094,0.222656,8.14844,6.90234,4.36328,5.40234
72,0.279541,-0.0510864,0.938416,0.196533,0.123291,-0.441833,-0.259583,0.849854,5.19141,0.183594,8.23047,6.625,3.98047,5.66797
73,0.236877,-0.0514526,0.9505,0.194397,0.138184,-0.447815,-0.247559,0.848022,4.08203,-0.160156,8.875,6.74219,4.51563,5.36328
74,0.187073,-0.0525513,0.962524,0.189087,0.138123,-0.442017,-0.24884,0.850647,3.35156,-0.429688,9.37891,6.55469,4.74609,5.85938
75,0.148193,-0.0516357,0.970337,0.183838,0.149536,-0.448792,-0.240845,0.847473,2.70313,-0.464844,9.25781,6.70703,4.4375,5.05859
76,0.112854,-0.0501099,0.975403,0.182556,0.168884,-0.451965,-0.227478,0.845886,1.74219,-0.429688,9.56641,6.35938,4.55469,5.59375
77,0.0847778,-0.0371094,0.979309,0.180054,0.180115,-0.453735,-0.221741,0.844116,1.4375,-0.351563,9.87891,6.89844,5.70313,4.55859
78,0.0484009,-0.0205688,0.983398,0.173645,0.227417,-0.47052,-0.191284,0.830872,0.632813,-0.160156,9.52344,6.82422,5.55078,3.90625
79,0.0119019,-0.0148315,0.985474,0.16864,0.235779,-0.471802,-0.182007,0.829834,0.0195313,-0.3125,9.90625,6.4375,5.20703,4.71094
80,-0.00927734,-0.00915527,0.985413,0.169861,0.240356,-0.472656,-0.179077,0.828674,-0.210938,-0.238281,10.0664,6.70313,5.81641,4.25391
81,-0.0313721,-0.00897217,0.985474,0.166809,0.252441,-0.477478,-0.170532,0.824158,-0.515625,-0.238281,10.0273,6.55469,4.97656,3.94531
82,-0.0319824,-0.00262451,0.985718,0.165405,0.248596,-0.47644,-0.173035,0.825378,-0.363281,-0.160156,9.87891,6.78125,5.85547,3.79297
83,-0.00372314,-0.00585938,0.985962,0.166992,0.228882,-0.472961,-0.189148,0.829529,-0.0546875,-0.0820313,9.71875,6.78516,5.81641,4.32813
84,0.03302,-0.00921631,0.985168,0.168091,0.223389,-0.470398,-0.195007,0.831116,1.16797,-0.238281,9.94922,6.59766,4.89844,4.86719
85,0.104553,-0.010437,0.979553,0.17157,0.190186,-0.460693,-0.21582,0.839661,2.05078,0.222656,9.60547,6.78125,4.62891,4.94141
86,0.128052,-0.0102539,0.976624,0.172485,0.190674,-0.463867,-0.216614,0.837585,3.23828,0.261719,9.45703,6.70703,5.08984,5.01953
87,0.168823,-0.012085,0.970215,0.173401,0.164734,-0.4505,-0.235168,0.845337,3.69922,0.222656,9.21875,6.70703,4.70703,5.01953
88,0.211365,-0.0125732,0.961548,0.174805,0.158752,-0.449341,-0.239258,0.845947,4.00391,0.566406,8.79688,6.59766,4.82031,5.44141
89,0.262695,-0.0122681,0.948425,0.177124,0.159729,-0.448853,-0.240173,0.845764,5.53516,0.835938,8.15234,6.51953,4.4375,5.40234
90,0.311035,-0.0103149,0.933777,0.176819,0.151611,-0.444336,-0.245972,0.848022,6.07422,1.06641,7.95313,6.78125,4.89844,5.40234
