20778,-0.377839,0.600112,0.169124,0.68447,0.977436,-0.102487,-0.162632,-0.08756
20779,-0.37793,0.599962,0.169156,0.684545,0.977435,-0.102555,-0.162608,-0.087531
20780,-0.37797,0.599843,0.169112,0.684638,0.977425,-0.102604,-0.162635,-0.087534
20781,-0.377945,0.599718,0.16905,0.684776,0.97742,-0.102667,-0.162643,-0.087509
20782,-0.377899,0.599576,0.16894,0.684952,0.977415,-0.102725,-0.16264,-0.087498
20783,-0.377865,0.599417,0.16887,0.685128,0.977411,-0.102795,-0.162631,-0.087478
20784,-0.377912,0.599244,0.168821,0.685265,0.977413,-0.102861,-0.162587,-0.087457
20785,-0.378,0.59901,0.168809,0.685424,0.977419,-0.102945,-0.162517,-0.087419
20786,-0.378094,0.598759,0.168763,0.685603,0.97743,-0.103013,-0.162431,-0.087378
20787,-0.378128,0.598499,0.16871,0.685824,0.977435,-0.103104,-0.162371,-0.087326
20788,-0.37818,0.598237,0.168611,0.686048,0.977436,-0.103159,-0.162343,-0.087309
20789,-0.3783,0.597937,0.168566,0.686255,0.977433,-0.103211,-0.162346,-0.087265
20790,-0.378496,0.597656,0.168515,0.686404,0.977432,-0.103244,-0.162348,-0.087238
20791,-0.378761,0.597324,0.168542,0.686541,0.977423,-0.103277,-0.162394,-0.087219
20792,-0.379131,0.596971,0.168606,0.686628,0.977408,-0.1033,-0.162474,-0.087208
20793,-0.379583,0.596568,0.168738,0.686695,0.97739,-0.103322,-0.162573,-0.0872
20794,-0.380137,0.59613,0.168876,0.686735,0.977368,-0.103344,-0.162691,-0.087196
20795,-0.380724,0.595637,0.169129,0.686776,0.977338,-0.103391,-0.162858,-0.087168
20796,-0.381441,0.59507,0.169441,0.686793,0.977312,-0.103415,-0.163016,-0.087133
20797,-0.38224,0.594432,0.169849,0.6868,0.977273,-0.103448,-0.16324,-0.087109
20798,-0.383239,0.593721,0.170355,0.686733,0.97723,-0.103403,-0.163546,-0.087071
20799,-0.38443,0.592931,0.171016,0.686585,0.977179,-0.103338,-0.163905,-0.087055
20800,-0.385883,0.592051,0.171829,0.686327,0.977126,-0.103256,-0.164284,-0.087021
20801,-0.387557,0.591063,0.172857,0.685977,0.97707,-0.103117,-0.164722,-0.086987
20802,-0.389433,0.590008,0.173969,0.685541,0.977012,-0.102859,-0.165246,-0.086954
20803,-0.391335,0.588912,0.175086,0.685116,0.976954,-0.102532,-0.165801,-0.086934
20804,-0.39311,0.587856,0.176125,0.684741,0.976895,-0.102167,-0.166387,-0.08691
20805,-0.394731,0.586779,0.177111,0.684478,0.976833,-0.101823,-0.166974,-0.086889
20806,-0.396253,0.585707,0.17799,0.684289,0.976768,-0.101491,-0.167564,-0.086867
20807,-0.39769,0.584601,0.178844,0.684178,0.976704,-0.1012,-0.168116,-0.086863
20808,-0.398987,0.583521,0.179611,0.684143,0.976651,-0.100944,-0.168576,-0.086862
20809,-0.400056,0.582447,0.180329,0.684245,0.976603,-0.100732,-0.168983,-0.086859
20810,-0.401049,0.581454,0.180952,0.684344,0.97656,-0.100504,-0.169362,-0.086863
20811,-0.40201,0.580474,0.181573,0.684448,0.976525,-0.100275,-0.169704,-0.08686
20812,-0.402924,0.579554,0.182059,0.684561,0.976493,-0.10006,-0.170025,-0.086839
20813,-0.403737,0.57866,0.182449,0.684735,0.976449,-0.099866,-0.170382,-0.086854
20814,-0.404451,0.57784,0.182678,0.684945,0.976419,-0.099682,-0.170653,-0.086876
20815,-0.404971,0.577076,0.1828,0.685249,0.976396,-0.099532,-0.170869,-0.086877
20816,-0.405333,0.576392,0.182757,0.685622,0.976384,-0.09936,-0.171023,-0.086903
20817,-0.405517,0.575762,0.182612,0.686081,0.976383,-0.099184,-0.17112,-0.086929
20818,-0.405535,0.575194,0.182301,0.686629,0.976389,-0.09898,-0.171189,-0.086957
20819,-0.405331,0.574691,0.181888,0.68728,0.976397,-0.098771,-0.171249,-0.086987
20820,-0.405053,0.574223,0.181383,0.687968,0.976406,-0.098546,-0.171312,-0.087017
20821,-0.404707,0.573747,0.180917,0.688691,0.976411,-0.098334,-0.171397,-0.087038
20822,-0.404424,0.573266,0.180484,0.689371,0.976416,-0.098098,-0.17149,-0.087062
20823,-0.404357,0.572737,0.180199,0.689925,0.976409,-0.097863,-0.171644,-0.087098
20824,-0.40448,0.572181,0.179914,0.690388,0.976399,-0.097563,-0.171845,-0.087159
20825,-0.404383,0.571682,0.179471,0.690974,0.976396,-0.097194,-0.17203,-0.087231
20826,-0.403861,0.571323,0.178835,0.69174,0.976396,-0.096792,-0.172216,-0.087314
20827,-0.403001,0.571001,0.178145,0.692685,0.976391,-0.096414,-0.172413,-0.087397
20828,-0.402153,0.570659,0.177469,0.693632,0.976382,-0.096056,-0.172633,-0.087461
20829,-0.401491,0.570232,0.176949,0.6945,0.976368,-0.095673,-0.172889,-0.087526
20830,-0.401148,0.569712,0.176632,0.695205,0.976344,-0.09531,-0.173179,-0.08762
20831,-0.400979,0.569075,0.176568,0.69584,0.976323,-0.095038,-0.173425,-0.087662
20832,-0.400913,0.56837,0.176689,0.696424,0.976297,-0.094833,-0.173662,-0.087706
20833,-0.401066,0.567568,0.177069,0.696893,0.976265,-0.094664,-0.173919,-0.087732
20834,-0.401565,0.566691,0.177614,0.69718,0.976231,-0.094473,-0.174198,-0.087771
20835,-0.40231,0.56568,0.178442,0.69736,0.976192,-0.094305,-0.174496,-0.087786
20836,-0.403159,0.564629,0.179329,0.697494,0.976149,-0.094175,-0.174806,-0.087787
20837,-0.404064,0.56346,0.180382,0.697644,0.976097,-0.094081,-0.17514,-0.087802
20838,-0.405116,0.562225,0.181514,0.697736,0.976036,-0.093999,-0.175524,-0.0878
20839,-0.40604,0.560999,0.182626,0.697896,0.975977,-0.093829,-0.175956,-0.087779
20840,-0.406963,0.559854,0.183734,0.697987,0.975917,-0.093557,-0.17644,-0.087761
20841,-0.407998,0.558732,0.184933,0.697965,0.975865,-0.093231,-0.176921,-0.087719
20842,-0.409295,0.557508,0.186286,0.697826,0.975813,-0.092887,-0.17741,-0.087669
20843,-0.410722,0.556213,0.187641,0.697657,0.97577,-0.092527,-0.177858,-0.087625
20844,-0.412198,0.554904,0.188956,0.697474,0.975732,-0.092192,-0.178257,-0.087589
20845,-0.413409,0.553639,0.190083,0.697457,0.975679,-0.091879,-0.17872,-0.087567
20846,-0.414193,0.552598,0.190838,0.69761,0.97563,-0.091545,-0.17917,-0.087547
20847,-0.414607,0.5517,0.191343,0.697937,0.97557,-0.091215,-0.179669,-0.087537
20848,-0.414807,0.550931,0.191631,0.698346,0.975509,-0.090855,-0.180179,-0.087535
20849,-0.414977,0.550229,0.191883,0.69873,0.975444,-0.090496,-0.180715,-0.087531
20850,-0.415446,0.549529,0.192235,0.698904,0.975383,-0.090171,-0.181207,-0.087534
20851,-0.416201,0.548776,0.192747,0.698907,0.975331,-0.089901,-0.18163,-0.087511
