0,0.424,0.247437,0.225159,0.803772,0.492004,0.593079,0.493652,0.62439,0.121338,2.25391,5.71875,7.37891,7.02734,4.31641,2.19141
1,0.574999,0.264099,0.205017,0.802063,0.494873,0.469177,0.360168,0.800903,0.0933228,2.59766,5.98828,6.57031,6.71875,7.19141,2.83984
2,0.640999,0.273071,0.208435,0.797058,0.496704,0.457397,0.345215,0.813232,0.101257,2.37109,6.06641,6.99219,7.02344,5.42969,2.38281
3,0.691,0.275085,0.212463,0.793457,0.499634,0.449158,0.331665,0.821106,0.118408,2.25391,6.06641,7.10156,6.44922,7.69141,3.14844
4,0.740999,0.2771,0.217468,0.790955,0.500305,0.444458,0.324707,0.827148,0.113159,2.10156,6.48438,6.60938,6.94922,6.11719,2.6875
5,0.816,0.271606,0.218994,0.7901,0.504028,0.449585,0.349365,0.816406,0.0964355,1.91016,7.02344,6.60938,6.33594,6.30859,3.53125
6,0.875,0.268311,0.219543,0.7901,0.505554,0.4505,0.357788,0.812439,0.0949707,1.87109,6.10156,7.79688,6.71875,6.15625,1.73047
7,0.937,0.263062,0.213989,0.793396,0.505493,0.447937,0.386292,0.801697,0.0864258,2.17969,5.56641,7.79688,6.22266,7.83984,2.99609
8,0.989,0.258362,0.20459,0.795837,0.507935,0.447571,0.394592,0.798157,0.0830688,2.14063,6.02734,7.10156,6.52734,6.62109,2.53516
9,1.04,0.257263,0.204773,0.796265,0.507813,0.447815,0.421326,0.784973,0.0760498,1.94922,5.87109,7.71875,5.95313,7.57422,1.80859
10,1.103,0.247864,0.19397,0.800354,0.510254,0.447876,0.446106,0.771912,0.0675659,2.14063,5.94922,6.91797,6.25781,6.92578,1.38672
11,1.159,0.24292,0.185547,0.803345,0.511108,0.45282,0.468689,0.755981,0.0614014,2.14063,5.22266,7.83984,5.91406,7.49219,1.26953
12,1.217,0.236877,0.177307,0.806335,0.512146,0.462585,0.483337,0.741455,0.0512085,2.33203,5.41406,7.14063,6.33594,6.84766,1.15625
13,1.301,0.225891,0.159729,0.80957,0.517761,0.466797,0.505249,0.724854,0.038208,1.83203,4.64844,8.18359,6.25781,7.57422,-0.222656
14,1.4,0.157654,0.182678,0.929016,0.280457,0.518921,0.550293,0.652161,0.0504761,2.02344,3.95703,9.17188,5.07031,8.41797,-1.87109
