0,0.419001,0.0188599,0.00299072,0.834961,0.549988,-0.441406,0.516357,0.494141,0.54248,0.300781,0.203125,9.98047,-9.52344,0.21875,0.734375
1,0.601,0.0181274,0.00396729,0.8349,0.55011,-0.442383,0.515991,0.494202,0.542053,0.222656,0.472656,9.94141,-9.67578,0.410156,0.65625
2,0.671,0.0178223,0.00323486,0.834778,0.550293,-0.442505,0.515442,0.494385,0.542297,0.261719,0.203125,9.75,-9.56641,0.21875,0.773438
3,0.715,0.0180664,0.00286865,0.834656,0.550476,-0.443542,0.515381,0.49408,0.541809,0.222656,0.242188,9.86328,-9.63281,0.140625,0.695313
4,0.780001,0.0181885,0.00292969,0.834656,0.550476,-0.443848,0.515137,0.494019,0.541748,0.222656,0.28125,9.86328,-9.56641,0.257813,0.734375
5,0.852001,0.0185547,0.00408936,0.834839,0.550171,-0.446167,0.514099,0.494141,0.540771,0.261719,0.242188,9.75,-9.56641,0.101563,0.734375
6,0.921,0.0184326,0.00500488,0.834961,0.549927,-0.447144,0.513733,0.494568,0.539917,0.222656,0.394531,9.75,-9.52344,0.292969,0.65625
7,0.964001,0.0183716,0.00610352,0.835144,0.549744,-0.445923,0.514954,0.494446,0.539917,0.222656,0.320313,9.94141,-9.60547,0.140625,0.695313
8,1.028,0.0184937,0.00549316,0.835266,0.549561,-0.445557,0.514648,0.494751,0.540283,0.261719,0.320313,9.83203,-9.5625,0.179688,0.773438
9,1.079,0.019043,0.00616455,0.835388,0.549316,-0.445984,0.514526,0.494507,0.540222,0.222656,0.433594,9.86328,-9.60156,0.179688,0.734375
10,1.129,0.0183716,0.0057373,0.835449,0.549255,-0.445129,0.515076,0.494812,0.5401,0.222656,0.320313,9.79297,-9.56641,0.257813,0.65625
11,1.185,0.0189209,0.00671387,0.835388,0.549255,-0.445801,0.514709,0.494507,0.540161,0.261719,0.28125,9.78906,-9.5625,0.140625,0.773438
12,1.251,0.0182495,0.00592041,0.83551,0.549133,-0.445618,0.514893,0.494141,0.540466,0.1875,0.433594,9.86328,-9.52344,0.292969,0.65625
13,1.308,0.0179443,0.0057373,0.835449,0.549255,-0.445313,0.514954,0.493713,0.541077,0.222656,0.320313,9.89844,-9.63672,0.257813,0.695313
14,1.4,0.0179443,0.00512695,0.835388,0.549377,-0.446045,0.514282,0.493164,0.541626,0.1875,0.28125,9.78906,-9.52344,0.179688,0.695313
15,1.5,0.0175781,0.00531006,0.835388,0.549377,-0.44635,0.514221,0.492676,0.54187,0.1875,0.242188,9.86328,-9.63672,0.101563,0.695313
16,1.6,0.0172119,0.00518799,0.835388,0.549377,-0.447266,0.514099,0.492432,0.541443,0.222656,0.28125,9.71094,-9.44531,0.140625,0.734375
17,1.7,0.0167847,0.0045166,0.835327,0.5495,-0.447632,0.513855,0.492554,0.54126,0.1875,0.320313,9.79297,-9.48828,0.21875,0.695313
18,1.8,0.0165405,0.00537109,0.835449,0.549316,-0.447998,0.513489,0.492737,0.541138,0.261719,0.125,9.82813,-9.5625,0.0664063,0.734375
19,1.9,0.0169678,0.00531006,0.835571,0.549133,-0.448608,0.512756,0.492615,0.541443,0.261719,0.355469,9.83203,-9.5625,0.257813,0.695313
20,2.0,0.0167236,0.00512695,0.835571,0.549133,-0.450317,0.511719,0.492004,0.541565,0.148438,0.242188,9.94141,-9.63281,0.101563,0.65625
21,2.1,0.017334,0.00500488,0.835205,0.549622,-0.450989,0.511353,0.493896,0.539612,0.222656,0.242188,9.86328,-9.48438,0.179688,0.695313
22,2.2,0.0178833,0.00280762,0.835266,0.549622,-0.457336,0.507385,0.491211,0.540466,0.261719,0.203125,9.55859,-9.82813,0.179688,0.582031
23,2.3,0.017334,-0.00213623,0.835327,0.5495,-0.458374,0.497925,0.487122,0.551941,0.339844,0.164063,9.86328,-9.37109,-0.433594,0.8125
24,2.4,0.0183716,0.00408936,0.835449,0.549255,-0.448914,0.492249,0.498291,0.554871,0.261719,-0.0273438,9.90234,-9.52344,-0.28125,1.15625
25,2.5,0.0189819,0.00537109,0.835571,0.549011,-0.443481,0.471741,0.512634,0.563904,0.339844,0.0898438,10.0547,-9.71094,-0.125,1.76953
26,2.6,0.0135498,0.00134277,0.836609,0.547607,-0.432861,0.451538,0.522339,0.57959,0.222656,0.0507813,9.97656,-9.63672,-0.316406,2.15234
27,2.7,0.0098877,0.00231934,0.838196,0.545288,-0.417969,0.434814,0.53241,0.593994,0.339844,0.0898438,10.0977,-9.56641,-0.394531,2.38281
28,2.8,0.00152588,0.00201416,0.839783,0.542908,-0.401184,0.398682,0.549988,0.614563,-0.273438,-0.101563,9.59375,-8.71875,-0.585938,3.41406
29,2.9,-0.00531006,-0.00494385,0.841431,0.540283,-0.362854,0.369629,0.564392,0.642761,-0.121094,-0.449219,9.9375,-8.44922,-0.894531,4.79688
30,3.0,-0.0141602,-0.00396729,0.843933,0.536255,-0.30957,0.345459,0.580017,0.669617,-0.0820313,-0.179688,9.67578,-7.57422,-0.125,5.52344
